link,title,date,director,starring,margaret,david,imdb,imdb_rating
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3566423.htm,Madagascar 3 Europe's Most Wanted,"5 September, 2012",,Voices,3.5,no score,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3566424.htm,Beasts Of The Southern Wild,"5 September, 2012",,Quvenzhane Wallis,4.5,3.5,tt2125435,7.3
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3566427.htm,Monsieur Lazhar,"5 September, 2012",,Mohamed Fellag,3,3.5,tt2011971,7.5
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3566428.htm,Hit &amp; Run,"5 September, 2012",,Dax Shepard,3.5,2.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3566429.htm,Kath &amp; Kimderella,"5 September, 2012",,Jane Turner and Gina Riley,no score,2,tt1859607,5.3
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3564373.htm,Moonrise Kingdom,"29 August, 2012",,Bill Murray,4,3.5,tt1748122,7.8
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3564374.htm,Chinese Takeaway,"29 August, 2012",,Ricardo Darin,3.5,3.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3564384.htm,Your Sister's Sister,"29 August, 2012",,Emily Blunt,4,4,tt1742336,6.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3566406.htm,Damsels In Distress,"29 August, 2012",,Greta Gerwig,4,4,tt1667307,5.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3564351.htm,Holy Motors,"22 August, 2012",,Denis Lavant,4,3.5,tt2076220,7.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3552440.htm,Hope Springs,"22 August, 2012",,Meryl Streep and Tommy Lee Jones,1.5,4,tt1535438,6.3
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3564358.htm,Wunderkinder,"22 August, 2012",,Gedeon Burkhard,3,3,tt1710625,6.8
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3564372.htm,Total Recall,"22 August, 2012",,Colin Farrell and Kate Beckinsale,2,1.5,tt1386703,6.3
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3552396.htm,Bernie,"15 August, 2012",,Matthew McConaughey and Jack Black,4,3.5,tt1704573,6.8
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3552435.htm,The Bourne Legacy,"15 August, 2012",,Jeremy Renner,4,4,tt1194173,6.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3552445.htm,Bully,"15 August, 2012",,,3,3,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3552378.htm,Beauty,"8 August, 2012",,Deon Lotz,3.5,3.5,tt1922721,6.2
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3552380.htm,Storm Surfers (3D),"8 August, 2012",,,4,no score,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3537887.htm,The Sapphires,"8 August, 2012",,,4,4,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3552382.htm,The Campaign,"8 August, 2012",,Will Ferrell and Zach Galifianakis,3,2.5,tt1790886,6.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3552386.htm,Abraham Lincoln: Vampire Hunter,"1 August, 2012",,Benjamin Walker,2.5,1,tt1611224,5.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3549925.htm,The Dark Knight Rises,"19 July, 2012",,Christian Bale,4,no score,tt1345836,8.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3537882.htm,The King Is Dead!,"11 July, 2012",,"Dan Wyllie, Bojana Novakovic and Gary Waddell",4,3,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3537851.htm,Hysteria,"11 July, 2012",,Hugh Dancy and Maggie Gyllenhaal,3.5,2.5,tt1435513,6.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3527806.htm,Not Suitable For Children,"11 July, 2012",,Ryan Kwanten,4,4,tt1935065,5.8
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3527819.htm,The Amazing Spider-Man,"4 July, 2012",,Andrew Garfield,3,3.5,tt0948470,6.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3528734.htm,A Happy Event,"4 July, 2012",,Louise Bourgoin and Pio Marmai,3,2.5,tt1987018,6.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3528736.htm,Where Do We Go Now?,"4 July, 2012",,Claude Baz Moussawbaa,3,3.5,tt1772424,7.5
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3528744.htm,Ted,"4 July, 2012",,Mark Wahlberg,3.5,3.5,tt1637725,6.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3527803.htm,Polisse,"27 June, 2012",,,3,4,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3527809.htm,The Three Stooges,"27 June, 2012",,"Sean Hayes, Will Sasso and Chris Diamantopoulos",3.5,2.5,tt0383010,5.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3526163.htm,Margaret,"27 June, 2012",,Anna Paquin,4.5,4,tt0466893,6.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3526167.htm,Ice Age 4: Continental Drift,"27 June, 2012",,Voices,3,2.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3526161.htm,Marley,"20 June, 2012",,,4,3.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3526221.htm,Snow White &amp;The Huntsman,"20 June, 2012",,Kristen Stewart and Chris Hemsworth,4,3,tt1735898,6.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509331.htm,Brave,"20 June, 2012",,,2.5,3,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509345.htm,A Royal Affair,"20 June, 2012",,Mads Mikkelsen and Alicia Vikander,4,3.5,tt1276419,7.5
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509332.htm,Rock Of Ages,"13 June, 2012",,Julianne Hough and Tom Cruise,3,3.5,tt1336608,5.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509335.htm,Elena,"13 June, 2012",,Elena Lyadova and Aleksey Rozin,4,4,tt1925421,7.3
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509334.htm,Le Chef,"13 June, 2012",,Jean Reno,2.5,1.5,tt1911553,6.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509336.htm,Take This Waltz,"13 June, 2012",,Michelle Williams and Seth Rogan,4,4,tt1592281,6.5
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509327.htm,Friends With Kids,"6 June, 2012",,Adam Scott and Jennifer Westfeldt,3.5,2.5,tt1720616,6.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509328.htm,Swerve,"6 June, 2012",,Jason Clarke,3.5,3,tt1592576,5.3
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509329.htm,Anton Chekhov's The Duel,"6 June, 2012",,Andrew Scott,4,2.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3509274.htm,Prometheus,"6 June, 2012",,Noomi Rapace and Michael Fassbender,3,3.5,tt1446714,7.0
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492153.htm,Bel Ami,"23 May, 2012",,Robert Pattinson,3,2.5,tt1440732,5.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492156.htm,Once Upon A Time In Anatolia,"23 May, 2012",,Muhammet  Uzuner,4.5,4.5,tt1827487,7.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492158.htm,Empire of Silver (Web Only Review),"23 May, 2012",,Aaron Kwok,no score,3,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492164.htm,Get The Gringo,"23 May, 2012",,Mel Gibson,3,2.5,tt1567609,7.0
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492159.htm,Declaration of War,"23 May, 2012",,Valerie Donzelli and Jeremie Elkaim,4,4,tt1931470,7.0
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492147.htm,Dark Shadows,"16 May, 2012",,Johnny Depp,4,3.5,tt1077368,6.2
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492143.htm,The Dictator,"16 May, 2012",,Sacha Baron Cohen,4,3.5,tt1645170,6.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492148.htm,Silent Souls,"16 May, 2012",,,3.5,4,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492151.htm,Careless Love,"16 May, 2012",,Nammi Le,3,3.5,tt1835920,6.0
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3492165.htm,The Woman in Black,"16 May, 2012",,Daniel Radcliffe,3,3,tt1596365,6.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3484613.htm,Iron Sky,"9 May, 2012",,,3,3,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3478532.htm,Act Of Valor,"9 May, 2012",,Jason Cottle,3.5,2.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3481320.htm,Safe,"9 May, 2012",,Jason Statham and Catherine Chan,3,2.5,tt1656190,6.5
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3479280.htm,King Of Devil's Island,"9 May, 2012",,Stellan Skarsgard,4,3.5,tt1332134,7.5
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3481321.htm,Trishna,"9 May, 2012",,Freida Pinto,4,3.5,tt1836987,6.0
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3485705.htm,The Avengers,"2 May, 2012",,Robert Downey Junior,4,3.5,tt0848228,8.0
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3484851.htm,The Five Year Engagement,"2 May, 2012",,Jason Segel and Emily Blunt,4,3.5,tt1195478,6.2
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3485698.htm,W.E.,"2 May, 2012",,Abbie Cornish and James D'Arcy,3.5,3,tt1536048,6.3
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3484852.htm,Delicacy,"2 May, 2012",,Audrey Tautou,3,3,tt1828995,6.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3479284.htm,Cafe De Flore,"25 April, 2012",,Kevin Parent,4.5,3,tt1550312,7.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3479282.htm,The Way,"25 April, 2012",,Martin Sheen,3.5,3,tt1441912,7.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3479278.htm,Irvine Welsh's Ecstasy,"25 April, 2012",,Adam Sinclair,2.5,2.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3479287.htm,Wish You Were Here,"25 April, 2012",,Joel Edgerton,4,4.5,tt1684925,5.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3478531.htm,The Lucky One,"18 April, 2012",,Zac Efron,3,2.5,tt1327194,6.5
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3478530.htm,Romantics Anonymous,"18 April, 2012",,Benoit Poelvoorde and Isabelle Carre,4,3,tt1565958,6.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3464899.htm,Battleship,"18 April, 2012",,Liam Neeson,2.5,3,tt1440129,5.8
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3475175.htm,The Lady,"18 April, 2012",,Michelle Yeoh,4,3.5,tt1802197,7.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3475176.htm,Spud,"18 April, 2012",,John Cleese,3.5,3,tt1059969,6.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3469327.htm,The Deep Blue Sea,"11 April, 2012",,Rachel Weisz and Tom Hiddleston,2,4,tt1700844,6.2
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3464891.htm,Rebellion,"11 April, 2012",,Mathieu Kassovitz and Malik Zidi,3.5,3.5,tt1242521,6.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3464893.htm,Life In Movement,"11 April, 2012",,,3,3.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3464894.htm,Footnote,"11 April, 2012",,Lior Ashkenazi and Shlomo Bar-Aba,3,3.5,tt1445520,7.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3464888.htm,This Must Be The Place,"4 April, 2012",,Sean Penn,3.5,4,tt1440345,6.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3464879.htm,The Pirates! Band of Misfits,"4 April, 2012",,Voices,2.5,3.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3461279.htm,Salmon Fishing In The Yemen,"4 April, 2012",,Emily Blunt,3.5,3,tt1441952,6.8
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3461281.htm,"Goodbye, First Love","4 April, 2012",,Lola Creton,2.5,3.5,tt1618447,6.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3441523.htm,Dr Seuss' The Lorax,"28 March, 2012",,Voices,3.5,3.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3461276.htm,Tomboy,"28 March, 2012",,Zoe Heran,4.5,4,tt1847731,7.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3461278.htm,A Dangerous Method,"28 March, 2012",,Keira Knightley,4,4,tt1571222,6.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3455389.htm,Mirror Mirror,"28 March, 2012",,Julia Roberts,4,3.5,tt1667353,5.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3455383.htm,Thirst : Web Only Review,"21 March, 2012",,,4,no score,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3455385.htm,A Deeper Shade Of Blue : Web Only Review,"21 March, 2012",,Marshall Brothers,4,no score,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3442321.htm,The Raid,"21 March, 2012",,,3.5,3,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3442322.htm,The Hunger Games,"21 March, 2012",,,2,1.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3442319.htm,Black &amp; White &amp; Sex,"21 March, 2012",,,3.5,3.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3442317.htm,Le Havre,"21 March, 2012",,Marcel Marx,4,4.5,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3441487.htm,The Best Exotic Marigold Hotel,"21 March, 2012",,,3.5,3,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3441484.htm,The Kid With A Bike,"14 March, 2012",,Thomas Doret,4.5,4,tt1827512,7.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3441488.htm,21 Jump Street,"14 March, 2012",,Jonah Hill and Channing Tatum,3,2.5,tt1232829,7.2
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3435135.htm,Vincent Wants To Sea,"14 March, 2012",,Florian David Fitz,4,3,tt1611211,7.0
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3422403.htm,The Rum Diary,"14 March, 2012",,Johnny Depp,4,3.5,tt0376136,6.2
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3441511.htm,Margin Call,"7 March, 2012",,Kevin Spacey,4,4,tt1615147,7.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430710.htm,Coriolanus,"7 March, 2012",,Ralph Fiennes,4,2,tt1372686,6.1
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3441512.htm,Headhunters,"7 March, 2012",,Aksel Hennie,4,4,,
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3441514.htm,John Carter,"7 March, 2012",,Taylor Kitsch,3,2.5,tt0401729,6.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430711.htm,Project X,"29 February, 2012",,Thomas Mann,3.5,0,tt1636826,6.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430715.htm,A Separation,"29 February, 2012",,Peyman Moadi and Leila Hatami,5,5,tt1832382,8.3
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430692.htm,Carnage,"29 February, 2012",,Jodie Foster,4,3.5,tt1692486,7.2
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430706.htm,Gone,"29 February, 2012",,Amanda Seyfried,2.5,3.5,tt1838544,5.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430702.htm,Like Crazy,"29 February, 2012",,Anton Yelchin and Felicity Jones,4,4,tt1758692,6.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430700.htm,Contraband,"22 February, 2012",,Mark Wahlberg,3.5,3,tt1524137,6.5
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430695.htm,Extremely Loud and Incredibly Close,"22 February, 2012",,Tom Hanks,3,3,tt0477302,6.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3430697.htm,Late Bloomers,"22 February, 2012",,William Hurt &amp; Isabella Rossellini,2,1.5,tt1572502,5.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3422407.htm,Tyrannosaur,"22 February, 2012",,Peter Mullan,3.5,4,tt1204340,7.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3422412.htm,Killer Elite,"22 February, 2012",,Jason Statham,3,3,tt1448755,6.4
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3422416.htm,The Grey,"15 February, 2012",,Liam Neeson,2.5,2.5,tt1601913,6.8
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3422418.htm,My Week With Marilyn,"15 February, 2012",,Michelle Williams,4,4,tt1655420,6.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3426627.htm,Buck,"15 February, 2012",,Buck Brannaman,4,2.5,tt1753549,7.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3425056.htm,The Vow,"15 February, 2012",,Channing Tatum and Rachel McAdams,3,2.5,tt1606389,6.8
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3420720.htm,Safe House,"15 February, 2012",,Ryan Reynolds,3.5,3,tt1599348,6.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3378128.htm,Man On A Ledge,"8 February, 2012",,Sam Worthington,3.5,3.5,tt1568338,6.6
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3378130.htm,Shame,"8 February, 2012",,Michael Fassbender,4.5,4,tt1723811,7.2
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3422392.htm,Any Questions For Ben?,"8 February, 2012",,Josh Lawson,3,3.5,tt1735839,5.7
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3419709.htm,The Artist,"8 February, 2012",,Jean Dujardin and Berenice Bejo,4,4.5,tt1655442,7.9
https://web.archive.org/web/20141230214951/http://www.abc.net.au/atthemovies/txt/s3419717.htm,Martha Marcy May Marlene,"8 February, 2012",,Elizabeth Olsen,4,4,tt1441326,6.9
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898569.htm,Inside Llewyn Davis,"10 December, 2013",,Oscar Issac,4,4.5,tt2042568,7.5
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903343.htm,The Great Beauty,"10 December, 2013",,Toni Servillo,4,4,tt2358891,7.8
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3905753.htm,August: Osage County,"10 December, 2013",,Meryl Streep,2.5,3.5,tt1322269,7.2
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903347.htm,12 Years A Slave,"10 December, 2013",,"Chiwetel Ejiofor,",4.5,4.5,tt2024544,8.1
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903334.htm,Philomena,"10 December, 2013",,Judi Dench,4,4.5,tt2431286,7.6
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903339.htm,Anchorman 2: The Legend Continues,"10 December, 2013",,"Will Ferrell,",3.5,3.5,tt1229340,6.3
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903340.htm,Saving Mr Banks,"10 December, 2013",,Emma Thompson,4,4,tt2140373,7.5
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903342.htm,The Book Thief,"10 December, 2013",,Sophie Nelisse,3.5,3.5,tt0816442,7.6
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903329.htm,Frozen,"10 December, 2013",,Voice,3.5,3.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903331.htm,The Secret Life Of Walter Mitty,"10 December, 2013",,Ben Stiller,4.5,4,tt0359950,7.3
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903348.htm,American Hustle,"10 December, 2013",,Christian Bale,4.5,4.5,tt1800241,7.2
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3903336.htm,The Railway Man,"10 December, 2013",,Nicole Kidman,4.5,4,tt2058107,7.1
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898550.htm,Kill Your Darlings,"2 December, 2013",,"Daniel Radcliffe,",4,3,tt1311071,6.5
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898373.htm,Night Train To Lisbon,"2 December, 2013",,Jeremy Irons,4,2.5,tt1654523,6.8
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898562.htm,Ender's Game,"2 December, 2013",,Harrison Ford,2.5,2.5,tt1731141,6.6
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898558.htm,Closed Circuit,"2 December, 2013",,Eric Bana,3.5,3.5,tt2218003,6.2
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898261.htm,On My Way,"26 November, 2013",,Catherine Deneuve,3.5,3,tt2289538,6.4
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898368.htm,The Hunger Games: Catching Fire,"26 November, 2013",,Jennifer Lawrence,3.5,3.5,tt1951264,7.5
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898371.htm,One Chance,"26 November, 2013",,James Corden,3.5,3.5,tt1196956,6.8
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3891667.htm,How I Live Now,"26 November, 2013",,Saoirse Ronan,2.5,4,tt1894476,6.5
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3898255.htm,Carrie,"26 November, 2013",,Chloe Grace Moretz,2.5,3.5,tt1939659,5.9
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3891661.htm,Filth,"19 November, 2013",,James McAvoy,4,3,tt1450321,7.1
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3891662.htm,Fill The Void,"19 November, 2013",,Hadas Yaron,4.5,3.5,tt2219514,6.7
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3882048.htm,Blackfish,"19 November, 2013",,Themselves,3.5,4,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3891558.htm,The Darkside,"19 November, 2013",,Deborah Mailman,4,4,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3882349.htm,Twenty Feet From Stardom,"12 November, 2013",,Themselves,3.5,3.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3882361.htm,The Fifth Estate,"12 November, 2013",,Benedict Cumberbatch,3,2,tt1837703,6.2
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3882369.htm,After May,"12 November, 2013",,Clement Metayer,3,4.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3875052.htm,Adoration,"12 November, 2013",,Naomi Watts,4,3.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3875051.htm,Fruitvale Station,"5 November, 2013",,"Michael B. Jordan, Melonie Diaz",3.5,3.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3875066.htm,The Counselor,"5 November, 2013",,Michael Fassbender,2.5,3.5,tt2193215,5.3
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3875057.htm,Mr Pip,"5 November, 2013",,"Hugh Laurie,",3,2.5,tt1485749,7.1
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3875070.htm,Enough Said,"5 November, 2013",,"Julia Louis-Dreyfus, James Gandolfini",4,3.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3860915.htm,Sister,"29 October, 2013",,"Lea Seydoux, Kacey Mottet Klein",3.5,3.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3875045.htm,Thor: The Dark World,"29 October, 2013",,"Chris Hemsworth, Natalie Portman",2,1.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3877219.htm,In Bob We Trust,"29 October, 2013",,"Archbishop Denis Hart, Bob Maguire",4,no score,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3875049.htm,Fly Me To The Moon,"29 October, 2013",,"Diane Kruger, Dany Boon",2.5,2.5,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3860905.htm,The Butler,"29 October, 2013",,"Forest Whitaker, Oprah Winfrey",3,2,,
https://web.archive.org/web/20141225064824/http://www.abc.net.au/atthemovies/txt/s3875047.htm,Fallout,"29 October, 2013",,,no score,3.5,,
